customer_id,signup_date,acquisition_channel,cac,initial_plan,age,country,churned,ltv
C005018,2022-01-09,Email,37.31,Premium,56,Germany,1,119.97
C005019,2023-09-26,Email,31.61,Basic,53,France,1,29.97
C005020,2022-05-08,Affiliate,32.34,Standard,56,UK,1,119.94
C005021,2023-05-01,Referral,49.34,Basic,19,Australia,1,19.98
C005022,2022-04-17,Referral,52.49,Basic,62,US,1,29.97
C005023,2023-06-06,Referral,39.15,Premium,26,Australia,1,399.9
C005024,2023-06-28,Email,52.42,Basic,33,Germany,0,239.76
C005025,2023-07-12,Email,56.24,Standard,19,US,1,99.95
C005026,2023-11-02,Referral,55.16,Standard,28,Germany,1,239.88
C005027,2023-02-16,Paid Search,91.45,Basic,45,Germany,1,69.93
C005028,2023-03-31,Email,53.23,Standard,54,Australia,1,79.96
C005029,2022-07-19,Referral,45.74,Basic,43,Canada,1,9.99
C005030,2022-06-23,Paid Search,88.52,Standard,61,Australia,1,19.99
C005031,2023-07-05,Email,20.03,Basic,55,UK,1,49.95
C005032,2022-11-22,Email,41.42,Basic,39,France,0,9.99
C005033,2023-05-04,Referral,38.59,Basic,56,Germany,0,9.99
C005034,2023-01-25,Social Media,31.25,Standard,53,Canada,1,59.97
C005035,2023-06-29,Organic,16.34,Premium,63,Canada,1,119.97
C005036,2022-05-08,Referral,24.37,Premium,42,Canada,1,39.99
C005037,2023-05-10,Email,43.31,Standard,26,France,1,59.97
C005038,2022-12-27,Referral,34.04,Basic,52,Germany,1,9.99
C005039,2022-03-24,Affiliate,24.57,Premium,51,Germany,1,79.98
C005040,2022-02-10,Organic,27.46,Basic,20,US,1,9.99
C005041,2023-09-10,Paid Search,68.33,Standard,58,UK,0,239.88
C005042,2023-06-20,Referral,42.45,Premium,40,Australia,0,239.94
C005043,2023-04-20,Organic,22.53,Standard,27,France,1,99.95
C005044,2022-07-20,Organic,12.47,Standard,27,Canada,1,39.98
C005045,2023-10-11,Organic,11.28,Standard,58,US,0,519.74
C005046,2023-05-21,Social Media,38.55,Standard,19,Germany,1,319.84
C005047,2023-11-09,Affiliate,44.03,Basic,29,UK,1,9.99
C005048,2022-08-21,Paid Search,78.57,Basic,25,Australia,1,9.99
C005049,2023-07-29,Organic,17.69,Premium,18,Germany,1,39.99
C005050,2023-10-17,Paid Search,51.39,Basic,34,UK,0,129.87
C005051,2023-01-30,Affiliate,48.42,Basic,62,France,1,19.98
C005052,2023-04-08,Social Media,41.96,Premium,65,Australia,1,239.94
C005053,2022-10-23,Organic,23.95,Basic,62,US,1,49.95
C005054,2023-10-20,Social Media,45.25,Premium,56,Canada,1,559.86
C005055,2023-02-22,Affiliate,51.08,Basic,21,Australia,1,109.89
C005056,2023-01-25,Email,56.13,Standard,41,Australia,0,339.83
C005057,2022-11-08,Social Media,76.99,Basic,39,Australia,1,19.98
C005058,2022-03-09,Social Media,49.04,Basic,53,France,0,129.87
C005059,2023-11-10,Referral,34.16,Premium,30,Australia,1,79.98
C005060,2022-10-02,Email,27.93,Basic,65,UK,1,69.93
C005061,2023-11-09,Social Media,62.75,Premium,58,UK,1,519.87
C005062,2023-03-03,Referral,28.63,Premium,37,France,1,39.99
C005063,2022-11-17,Paid Search,60.8,Premium,47,Germany,1,119.97
C005064,2023-01-09,Email,38.84,Premium,56,Canada,0,799.8
C005065,2022-09-07,Paid Search,104.12,Standard,57,France,1,339.83
C005066,2022-08-12,Affiliate,53.16,Basic,33,Australia,1,9.99
C005067,2023-03-17,Email,47.62,Premium,20,Canada,1,159.96
C005068,2022-01-25,Affiliate,51.62,Basic,21,Canada,0,189.88
C005069,2022-02-02,Email,26.99,Basic,47,UK,0,439.7
C005070,2022-01-09,Organic,19.16,Basic,56,UK,0,9.99
C005071,2023-08-04,Organic,23.94,Basic,65,Germany,1,39.96
C005072,2022-05-26,Email,32.59,Standard,40,Australia,1,119.94
C005073,2023-10-06,Affiliate,20.19,Standard,19,US,1,39.98
C005074,2023-03-08,Paid Search,73.46,Premium,25,Canada,0,39.99
C005075,2022-02-09,Affiliate,25.31,Standard,18,Canada,1,79.96
C005076,2022-12-18,Organic,23.16,Premium,24,Canada,1,39.99
C005077,2022-08-03,Social Media,41.35,Basic,47,France,1,49.95
C005078,2022-09-29,Affiliate,47.47,Standard,32,Germany,1,399.8
C005079,2023-09-28,Social Media,39.4,Standard,64,US,1,359.82
C005080,2022-04-25,Paid Search,66.73,Basic,19,Canada,1,69.93
C005081,2022-06-20,Referral,34.32,Premium,34,UK,1,199.95
C005082,2023-07-19,Referral,53.62,Basic,29,Australia,1,59.94
C005083,2022-12-19,Organic,23.84,Standard,49,UK,1,19.99
C005084,2023-06-26,Paid Search,88.78,Standard,40,Canada,1,239.88
C005085,2022-12-17,Organic,15.19,Standard,20,France,1,279.86
C005086,2023-10-03,Organic,21.69,Basic,23,Germany,1,179.89
C005087,2023-11-13,Social Media,47.2,Basic,61,UK,1,9.99
C005088,2023-04-10,Affiliate,21.25,Standard,26,Germany,0,659.67
C005089,2022-07-10,Email,53.81,Basic,30,UK,1,9.99
C005090,2023-03-29,Social Media,49.26,Premium,26,US,1,679.83
C005091,2023-11-15,Social Media,71.52,Basic,45,Australia,1,9.99
C005092,2022-06-20,Referral,30.29,Basic,45,US,1,49.95
C005093,2023-06-11,Social Media,56.29,Standard,59,Germany,1,79.96
C005094,2023-02-06,Paid Search,50.99,Standard,21,Germany,1,179.91
C005095,2023-08-08,Paid Search,55.87,Standard,33,US,1,359.82
C005096,2022-08-29,Email,43.91,Premium,45,Australia,1,39.99
C005097,2023-05-21,Organic,16.22,Basic,39,Australia,1,9.99
C005098,2023-09-23,Email,41.59,Premium,26,Australia,1,439.89
C005099,2023-03-05,Referral,29.1,Standard,29,UK,0,499.75
C005100,2022-10-15,Paid Search,107.94,Standard,53,France,1,79.96
C005101,2022-02-09,Social Media,55.1,Premium,23,Australia,1,119.97
C005102,2022-10-26,Affiliate,26.09,Basic,56,UK,1,39.96
C005103,2023-02-15,Social Media,48.31,Premium,27,France,1,239.94
C005104,2022-06-29,Affiliate,29.5,Basic,26,Germany,1,19.98
C005105,2023-01-06,Social Media,52.08,Basic,56,France,1,29.97
C005106,2022-03-07,Organic,24.37,Basic,19,Australia,1,9.99
C005107,2022-10-20,Affiliate,30.35,Premium,51,Australia,1,319.92
C005108,2022-07-27,Affiliate,31.97,Basic,57,Canada,1,9.99
C005109,2022-08-19,Organic,27.73,Standard,28,Australia,0,379.81
C005110,2023-08-23,Referral,39.35,Standard,24,Canada,1,19.99
C005111,2022-01-17,Referral,25.88,Standard,61,Germany,1,39.98
C005112,2023-09-12,Paid Search,77.29,Standard,39,US,1,39.98
C005113,2023-04-08,Paid Search,110.01,Standard,45,UK,0,439.78
C005114,2023-09-22,Organic,24.87,Standard,49,UK,0,19.99
C005115,2023-09-26,Paid Search,60.97,Standard,33,Germany,1,19.99
C005116,2023-08-04,Organic,25.74,Basic,61,Germany,0,9.99
C005117,2023-03-22,Referral,24.56,Basic,26,France,1,109.89
C005118,2023-06-11,Affiliate,38.05,Basic,59,Canada,1,9.99
C005119,2022-12-21,Email,49.62,Standard,23,Canada,1,19.99
C005120,2022-07-21,Organic,15.09,Basic,18,UK,0,9.99
C005121,2022-01-07,Paid Search,104.33,Basic,51,UK,1,239.76
C005122,2023-07-28,Referral,42.2,Basic,31,Australia,0,189.88
C005123,2022-11-14,Affiliate,33.85,Basic,56,Canada,1,109.94
C005124,2023-05-31,Referral,38.1,Basic,33,Australia,0,9.99
C005125,2022-02-18,Social Media,30.43,Standard,31,Canada,1,59.97
C005126,2023-02-22,Affiliate,47.59,Standard,37,Australia,0,539.73
C005127,2022-03-12,Email,48.44,Basic,45,France,1,139.86
C005128,2023-06-02,Organic,10.89,Premium,53,Australia,1,159.96
C005129,2022-05-16,Referral,26.9,Basic,38,US,0,239.76
C005130,2022-09-07,Paid Search,69.66,Basic,52,Canada,1,29.97
C005131,2022-06-13,Paid Search,50.2,Basic,60,France,0,9.99
C005132,2022-06-23,Social Media,69.8,Basic,53,Australia,1,29.97
C005133,2022-07-21,Affiliate,49.25,Premium,61,Germany,1,359.91
C005134,2023-06-20,Organic,24.47,Standard,32,Germany,1,99.95
C005135,2022-01-10,Paid Search,87.62,Standard,61,US,1,39.98
C005136,2023-10-27,Affiliate,39.16,Basic,42,France,0,29.97
C005137,2022-01-13,Referral,49.96,Standard,37,Australia,0,539.73
C005138,2023-05-13,Referral,39.29,Basic,19,Canada,1,69.93
C005139,2022-05-13,Organic,15.14,Standard,21,Germany,1,419.79
C005140,2022-01-10,Referral,24.57,Basic,53,Canada,1,9.99
C005141,2022-01-29,Affiliate,46.85,Standard,38,US,1,159.92
C005142,2022-07-04,Paid Search,82.11,Standard,23,US,0,39.98
C005143,2023-08-22,Organic,22.44,Standard,37,Canada,1,219.89
C005144,2022-09-23,Social Media,51.02,Basic,57,Germany,1,39.96
C005145,2022-12-19,Social Media,49.47,Basic,29,Germany,0,289.71
C005146,2023-03-15,Referral,23.13,Basic,64,Australia,1,59.94
C005147,2022-04-30,Affiliate,50.21,Standard,44,UK,1,379.81
C005148,2023-03-12,Paid Search,90.93,Basic,26,Australia,1,19.98
C005149,2023-02-16,Referral,56.95,Basic,32,US,1,19.98
C005150,2023-01-17,Social Media,54.72,Basic,30,France,0,59.94
C005151,2023-06-22,Referral,49.9,Standard,20,UK,1,19.99
C005152,2022-05-24,Paid Search,98.12,Premium,36,Australia,1,79.98
C005153,2023-01-25,Organic,16.04,Standard,42,UK,1,79.96
C005154,2023-05-22,Referral,28.19,Basic,36,Australia,0,19.98
C005155,2022-04-24,Organic,26.11,Basic,24,Australia,0,39.96
C005156,2022-11-02,Paid Search,93.83,Basic,29,Canada,0,379.74
C005157,2023-06-08,Paid Search,57.89,Basic,52,Australia,1,319.82
C005158,2023-03-08,Paid Search,112.1,Basic,48,US,1,19.98
C005159,2022-09-14,Referral,32.53,Standard,54,Germany,1,39.98
C005160,2023-08-31,Email,56.1,Premium,31,Germany,1,319.92
C005161,2023-07-19,Email,51.18,Basic,19,Canada,1,109.89
C005162,2023-07-09,Paid Search,84.05,Standard,59,UK,1,99.95
C005163,2023-02-16,Affiliate,29.08,Standard,40,France,0,539.73
C005164,2022-07-05,Affiliate,58.08,Standard,63,France,1,19.99
C005165,2022-04-27,Affiliate,45.75,Basic,21,Germany,1,39.96
C005166,2022-12-04,Email,28.92,Basic,34,US,1,79.92
C005167,2023-01-22,Affiliate,57.47,Basic,24,US,0,179.84
C005168,2023-07-11,Referral,26.81,Standard,35,Germany,1,19.99
C005169,2022-05-08,Email,27.7,Basic,25,Germany,0,9.99
C005170,2023-08-21,Referral,46.08,Standard,48,Canada,1,59.97
C005171,2023-11-25,Referral,41.03,Standard,64,France,0,19.99
C005172,2023-11-03,Social Media,71.63,Basic,36,France,1,9.99
C005173,2023-09-22,Referral,44.97,Basic,28,UK,1,169.83
C005174,2022-04-20,Referral,24.97,Basic,44,Canada,0,169.83
C005175,2023-03-04,Social Media,55.84,Basic,57,France,1,9.99
C005176,2023-11-10,Organic,29.9,Premium,18,Germany,1,79.98
C005177,2022-03-20,Referral,28.45,Standard,63,Canada,0,359.82
C005178,2023-02-21,Paid Search,56.63,Basic,24,UK,1,9.99
C005179,2023-09-03,Referral,59.24,Basic,40,Germany,1,59.94
C005180,2022-07-02,Affiliate,54.67,Basic,44,France,1,19.98
C005181,2022-11-09,Email,36.42,Basic,53,France,0,529.68
C005182,2022-03-14,Organic,21.48,Premium,51,Australia,0,1239.69
C005183,2023-08-28,Affiliate,43.23,Standard,43,France,1,559.72
C005184,2022-06-20,Affiliate,21.89,Standard,59,US,1,159.92
C005185,2023-05-27,Organic,18.52,Basic,30,Australia,1,29.97
C005186,2022-06-25,Organic,17.78,Standard,62,UK,1,119.94
C005187,2023-03-08,Organic,26.05,Basic,48,France,0,9.99
C005188,2023-06-24,Social Media,43.39,Basic,20,Canada,0,559.71
C005189,2023-09-09,Organic,14.85,Standard,56,Canada,0,239.88
C005190,2022-10-30,Social Media,55.79,Basic,32,Canada,0,629.68
C005191,2023-03-08,Paid Search,97.61,Premium,53,US,0,239.94
C005192,2022-06-06,Referral,54.02,Premium,31,France,0,39.99
C005193,2023-10-10,Paid Search,60.18,Basic,39,US,0,189.81
C005194,2023-03-25,Social Media,33.49,Standard,65,UK,0,199.9
C005195,2022-11-27,Email,55.22,Basic,65,Canada,1,99.9
C005196,2023-05-21,Referral,55.92,Premium,24,Australia,0,999.72
C005197,2022-07-06,Affiliate,27.51,Standard,25,Australia,1,19.99
C005198,2023-07-10,Referral,29.33,Standard,40,Canada,0,119.94
C005199,2022-04-11,Paid Search,100.63,Standard,38,UK,1,319.84
C005200,2022-04-07,Social Media,49.48,Standard,56,UK,0,39.98
C005201,2022-01-09,Referral,43.91,Standard,65,Canada,1,59.97
C005202,2023-09-29,Organic,23.01,Basic,60,Canada,1,9.99
C005203,2023-01-07,Email,41.54,Basic,35,Australia,1,9.99
C005204,2022-02-02,Email,59.41,Standard,29,Australia,1,39.98
C005205,2022-04-21,Referral,39.34,Standard,30,Canada,1,39.98
C005206,2023-10-29,Organic,18.37,Standard,22,UK,1,19.99
C005207,2022-08-09,Email,38.82,Premium,46,US,0,519.87
C005208,2023-05-05,Affiliate,25.44,Basic,32,Australia,0,299.7
C005209,2022-10-28,Organic,24.13,Basic,26,Australia,0,509.72
C005210,2022-06-25,Affiliate,26.83,Premium,35,US,1,39.99
C005211,2023-09-24,Email,55.18,Standard,32,US,1,399.8
C005212,2023-02-26,Affiliate,56.49,Basic,33,Germany,1,79.92
C005213,2022-11-17,Social Media,75.09,Basic,52,US,1,109.89
C005214,2023-10-27,Social Media,44.51,Basic,53,Canada,1,169.9
C005215,2022-06-09,Affiliate,59.41,Basic,62,Canada,0,49.95
C005216,2022-09-08,Social Media,30.37,Standard,46,Germany,0,39.98
C005217,2022-12-26,Affiliate,55.78,Basic,60,Australia,1,9.99
C005218,2023-06-12,Referral,46.29,Premium,44,Canada,1,79.98
C005219,2022-01-09,Email,52.11,Basic,37,Germany,1,39.96
C005220,2022-12-26,Paid Search,93.47,Standard,22,UK,1,39.98
C005221,2023-04-24,Organic,16.4,Standard,26,Canada,1,199.9
C005222,2022-11-29,Organic,23.69,Standard,50,UK,1,19.99
C005223,2023-01-30,Organic,23.35,Standard,22,US,1,79.96
C005224,2023-10-21,Paid Search,72.28,Basic,35,UK,1,49.95
C005225,2023-08-15,Email,59.6,Basic,29,UK,1,289.85
C005226,2023-05-07,Referral,48.44,Basic,60,Germany,1,199.89
C005227,2023-09-07,Paid Search,104.28,Standard,32,UK,0,259.87
C005228,2023-07-05,Referral,23.73,Basic,22,Australia,0,309.69
C005229,2023-07-09,Paid Search,92.62,Basic,57,UK,0,9.99
C005230,2022-11-09,Paid Search,69.63,Standard,27,Canada,1,99.95
C005231,2022-01-03,Referral,36.99,Basic,65,UK,1,99.9
C005232,2022-10-04,Referral,27.65,Standard,61,France,0,59.97
C005233,2023-07-06,Email,29.2,Basic,31,Germany,1,9.99
C005234,2023-01-15,Organic,28.78,Standard,42,Germany,1,159.92
C005235,2023-09-19,Social Media,66.58,Standard,41,Canada,1,259.87
C005236,2022-06-29,Social Media,42.45,Standard,42,France,0,619.69
C005237,2022-05-17,Email,33.19,Basic,35,UK,1,99.9
C005238,2022-12-15,Organic,21.55,Basic,53,Australia,1,259.75
C005239,2023-06-20,Email,59.55,Standard,48,Australia,1,139.93
C005240,2022-01-09,Paid Search,89.85,Standard,56,Germany,1,119.94
C005241,2022-10-18,Social Media,40.48,Standard,48,Germany,1,39.98
C005242,2022-12-03,Organic,15.17,Basic,53,France,1,49.95
C005243,2022-07-26,Organic,10.75,Standard,55,Canada,1,39.98
C005244,2022-10-08,Paid Search,88.53,Premium,31,Canada,1,519.85
C005245,2022-10-19,Affiliate,49.19,Standard,60,Germany,1,39.98
C005246,2023-06-13,Referral,37.19,Standard,57,France,0,19.99
C005247,2022-09-22,Referral,20.66,Standard,47,Australia,1,39.98
C005248,2023-10-20,Organic,27.44,Premium,45,France,1,279.93
C005249,2022-02-22,Organic,26.93,Standard,23,US,1,139.93
C005250,2022-01-27,Paid Search,105.89,Basic,63,Germany,1,9.99
C005251,2022-04-16,Social Media,49.61,Standard,44,Germany,1,139.93
C005252,2022-11-30,Organic,23.05,Basic,64,France,1,99.94
C005253,2023-03-09,Organic,23.72,Basic,60,Canada,0,559.69
C005254,2022-09-25,Email,55.47,Standard,31,Canada,0,599.7
C005255,2022-08-01,Social Media,60.53,Standard,45,France,0,359.82
C005256,2023-06-14,Social Media,30.93,Premium,35,Canada,1,39.99
C005257,2022-01-18,Affiliate,33.4,Basic,63,France,1,79.94
C005258,2022-08-23,Referral,33.73,Basic,63,Australia,1,9.99
C005259,2022-09-28,Paid Search,105.68,Basic,48,Australia,1,9.99
C005260,2023-07-04,Email,26.71,Basic,46,US,0,59.94
C005261,2022-11-04,Organic,26.89,Basic,61,UK,0,239.76
C005262,2023-07-06,Social Media,73.56,Premium,45,Australia,1,479.88
C005263,2022-06-26,Referral,54.98,Basic,22,Australia,1,9.99
C005264,2023-02-26,Paid Search,86.21,Basic,33,Australia,1,9.99
C005265,2023-02-21,Email,54.73,Standard,30,Canada,0,19.99
C005266,2023-06-09,Social Media,41.04,Standard,23,US,1,59.97
C005267,2022-03-23,Paid Search,80.75,Standard,56,Canada,1,19.99
C005268,2022-03-28,Email,45.94,Basic,36,Australia,0,469.68
C005269,2023-05-31,Social Media,37.37,Premium,63,Germany,1,99.96
C005270,2023-04-16,Social Media,56.21,Standard,21,UK,1,59.97
C005271,2023-02-01,Social Media,50.75,Basic,30,Australia,1,9.99
C005272,2023-03-09,Paid Search,67.76,Standard,31,Australia,0,699.65
C005273,2023-09-02,Social Media,50.15,Standard,42,Australia,1,19.99
C005274,2022-09-08,Paid Search,57.35,Basic,27,UK,0,9.99
C005275,2022-08-16,Social Media,51.99,Basic,48,Australia,0,219.78
C005276,2022-02-18,Referral,55.31,Standard,46,Canada,0,239.88
C005277,2022-10-14,Social Media,53.05,Premium,29,Australia,0,39.99
C005278,2023-02-28,Paid Search,77.17,Premium,46,France,1,519.87
C005279,2022-11-17,Affiliate,21.65,Standard,53,France,1,199.9
C005280,2023-05-16,Referral,30.6,Basic,41,France,1,59.94
C005281,2022-10-07,Affiliate,31.47,Basic,36,France,1,69.93
C005282,2022-12-09,Paid Search,91.12,Standard,46,Australia,0,239.88
C005283,2023-04-16,Social Media,73.91,Premium,33,Germany,1,159.96
C005284,2023-02-03,Referral,36.8,Basic,19,Canada,0,519.7
C005285,2022-06-03,Organic,29.17,Basic,47,Canada,1,19.98
C005286,2022-03-24,Social Media,59.84,Basic,37,US,0,19.98
C005287,2022-03-19,Social Media,67.72,Standard,59,UK,0,619.69
C005288,2022-03-02,Email,43.53,Standard,59,Australia,1,19.99
C005289,2022-02-17,Email,54.04,Standard,44,Canada,1,79.96
C005290,2023-02-12,Social Media,66.3,Basic,65,Canada,0,289.71
C005291,2022-09-27,Social Media,42.21,Premium,39,Australia,1,399.85
C005292,2023-11-04,Referral,34.62,Basic,29,UK,1,89.91
C005293,2023-11-25,Paid Search,115.9,Basic,20,Australia,0,69.93
C005294,2023-12-01,Affiliate,50.51,Premium,20,Canada,1,199.95
C005295,2023-04-23,Organic,27.11,Standard,23,US,1,239.88
C005296,2022-03-03,Affiliate,29.82,Basic,60,Canada,1,9.99
C005297,2023-03-08,Organic,11.57,Standard,56,France,0,19.99
C005298,2023-08-05,Email,49.42,Standard,23,US,1,79.96
C005299,2023-07-15,Organic,23.66,Basic,31,Australia,1,29.97
C005300,2023-04-04,Social Media,50.09,Basic,64,Canada,0,189.87
C005301,2023-04-27,Referral,37.0,Basic,59,Australia,1,69.96
C005302,2023-02-23,Email,39.47,Basic,64,Germany,1,119.93
C005303,2023-08-21,Referral,36.0,Standard,42,France,1,239.88
C005304,2022-05-31,Affiliate,44.56,Standard,63,UK,1,299.85
C005305,2023-01-13,Referral,33.72,Standard,41,US,1,99.95
C005306,2023-06-24,Affiliate,44.75,Basic,28,Australia,1,19.98
C005307,2022-08-27,Affiliate,29.26,Standard,54,Australia,0,479.76
C005308,2022-07-10,Referral,36.91,Basic,19,Canada,1,29.97
C005309,2022-10-12,Referral,47.22,Standard,45,UK,1,59.97
C005310,2022-06-09,Organic,15.07,Basic,31,US,0,219.85
C005311,2023-06-29,Referral,35.04,Basic,37,Germany,1,149.85
C005312,2022-09-07,Paid Search,88.62,Standard,34,Germany,0,679.66
C005313,2023-05-28,Social Media,38.38,Basic,37,UK,0,339.82
C005314,2022-01-03,Paid Search,72.91,Basic,24,US,1,9.99
C005315,2023-11-20,Paid Search,114.14,Basic,50,Germany,1,9.99
C005316,2023-10-23,Paid Search,108.68,Premium,52,Australia,1,199.95
C005317,2023-11-30,Affiliate,50.19,Basic,37,Germany,1,39.96
C005318,2023-05-06,Social Media,34.78,Basic,31,Canada,0,319.68
C005319,2022-03-20,Email,46.97,Basic,40,France,1,59.94
C005320,2023-01-18,Paid Search,68.73,Premium,44,Canada,1,39.99
C005321,2023-07-02,Organic,16.99,Premium,51,France,1,519.87
C005322,2023-01-09,Affiliate,26.71,Basic,53,France,0,89.94
C005323,2022-12-02,Social Media,73.84,Standard,21,France,1,219.89
C005324,2023-06-20,Social Media,65.29,Standard,22,UK,1,79.96
C005325,2023-07-22,Referral,33.21,Standard,25,Germany,1,299.85
C005326,2023-04-17,Social Media,67.89,Basic,52,UK,1,49.95
C005327,2022-04-10,Email,28.81,Standard,54,US,1,19.99
C005328,2023-07-15,Affiliate,50.62,Standard,30,France,1,139.93
C005329,2022-03-08,Social Media,73.31,Basic,26,Australia,0,259.74
C005330,2023-09-14,Paid Search,71.82,Basic,62,France,1,59.94
C005331,2023-01-14,Email,38.53,Standard,21,France,0,259.87
C005332,2022-04-15,Paid Search,54.43,Basic,48,UK,1,9.99
C005333,2022-10-30,Organic,29.8,Basic,43,US,0,289.81
C005334,2022-07-21,Paid Search,55.87,Premium,40,Canada,0,1159.71
C005335,2022-07-20,Organic,29.05,Basic,20,UK,1,9.99
C005336,2022-03-02,Social Media,44.84,Basic,52,US,0,309.76
C005337,2023-11-19,Affiliate,23.99,Basic,65,Germany,0,229.77
C005338,2023-01-05,Email,41.96,Standard,38,Canada,0,539.73
C005339,2023-04-13,Referral,49.66,Standard,33,Australia,1,19.99
C005340,2022-11-09,Social Media,79.4,Basic,53,Australia,0,19.98
C005341,2022-07-08,Email,43.64,Basic,57,France,0,339.76
C005342,2022-10-01,Social Media,37.64,Basic,61,US,1,39.97
C005343,2023-09-25,Affiliate,52.15,Basic,24,Australia,0,359.71
C005344,2023-01-27,Affiliate,35.22,Standard,19,US,1,99.95
C005345,2023-06-24,Affiliate,25.3,Standard,26,Australia,1,279.86
C005346,2022-05-07,Referral,41.42,Basic,50,UK,0,269.73
C005347,2022-06-05,Affiliate,23.35,Standard,40,Australia,1,119.94
C005348,2023-02-16,Paid Search,95.53,Basic,57,France,1,19.98
C005349,2023-01-26,Paid Search,52.13,Basic,35,Germany,1,29.97
C005350,2023-08-10,Affiliate,23.45,Basic,40,France,1,29.97
C005351,2022-08-24,Paid Search,96.34,Standard,58,Canada,1,239.88
C005352,2023-05-20,Paid Search,103.2,Standard,47,US,1,19.99
C005353,2022-07-26,Paid Search,60.2,Basic,59,Australia,1,9.99
C005354,2023-04-20,Social Media,57.94,Standard,65,UK,1,99.95
C005355,2022-09-18,Paid Search,88.96,Premium,27,France,0,1199.7
C005356,2022-12-25,Organic,15.9,Basic,63,US,1,19.98
C005357,2022-12-06,Affiliate,59.83,Premium,59,US,0,1159.71
C005358,2022-05-31,Affiliate,57.91,Basic,42,US,0,29.97
C005359,2022-10-22,Email,21.15,Standard,29,Canada,0,39.98
C005360,2022-01-14,Referral,51.33,Standard,48,Canada,0,259.87
C005361,2023-04-07,Referral,47.7,Standard,39,US,1,119.94
C005362,2023-08-17,Organic,15.14,Basic,50,Australia,0,289.71
C005363,2023-08-22,Email,33.22,Basic,62,Canada,0,9.99
C005364,2022-07-29,Organic,11.88,Basic,58,Canada,1,59.94
C005365,2023-03-18,Paid Search,65.44,Standard,51,France,1,59.97
C005366,2023-06-07,Referral,49.12,Basic,45,Australia,0,249.75
C005367,2023-09-21,Email,53.18,Basic,42,Australia,1,49.95
C005368,2022-02-23,Referral,45.89,Premium,26,France,0,279.93
C005369,2022-01-24,Organic,29.85,Standard,30,France,1,119.94
C005370,2023-01-27,Organic,28.44,Basic,55,Canada,1,9.99
C005371,2023-11-13,Referral,56.1,Basic,54,France,1,259.82
C005372,2022-01-16,Paid Search,85.63,Basic,25,Australia,1,9.99
C005373,2022-09-20,Email,43.47,Premium,38,Australia,0,759.81
C005374,2022-09-09,Email,26.74,Standard,36,Canada,1,359.82
C005375,2022-03-17,Email,48.45,Basic,47,France,1,29.98
C005376,2022-02-18,Social Media,41.67,Basic,53,UK,1,89.91
C005377,2023-08-26,Social Media,74.14,Premium,44,Germany,1,79.98
C005378,2022-08-09,Affiliate,22.25,Standard,64,UK,0,599.7
C005379,2022-05-10,Affiliate,49.21,Basic,53,Canada,1,9.99
C005380,2023-06-07,Email,36.16,Standard,65,Germany,1,59.97
C005381,2022-12-06,Referral,47.55,Basic,28,Canada,1,59.95
C005382,2023-11-11,Affiliate,41.39,Basic,28,France,0,39.97
C005383,2022-06-18,Affiliate,41.46,Basic,25,France,1,299.72
C005384,2022-08-12,Paid Search,67.18,Basic,45,France,1,19.98
C005385,2023-06-11,Social Media,51.35,Standard,61,Germany,1,59.97
C005386,2023-05-12,Referral,45.57,Standard,57,Germany,1,59.97
C005387,2022-10-13,Social Media,70.09,Basic,35,Australia,1,49.95
C005388,2022-10-15,Email,33.02,Standard,39,UK,0,619.69
C005389,2022-03-23,Paid Search,75.02,Basic,48,Canada,0,19.98
C005390,2022-12-19,Affiliate,51.49,Basic,58,UK,1,19.98
C005391,2023-05-31,Affiliate,44.91,Basic,63,Germany,1,29.97
C005392,2022-10-11,Organic,29.34,Basic,58,Canada,1,29.97
C005393,2023-06-24,Referral,47.36,Premium,28,Germany,1,679.83
C005394,2023-03-31,Social Media,68.03,Standard,59,US,0,79.96
C005395,2023-09-24,Email,39.72,Basic,32,Canada,1,9.99
C005396,2023-09-20,Referral,34.22,Basic,40,Australia,0,79.92
C005397,2023-03-23,Social Media,74.34,Standard,46,France,1,139.93
C005398,2023-09-06,Referral,29.5,Standard,21,France,0,19.99
C005399,2022-07-31,Social Media,66.82,Standard,21,US,1,179.91
C005400,2023-02-10,Paid Search,108.6,Basic,65,Canada,1,89.91
C005401,2023-08-13,Referral,46.09,Basic,35,UK,0,19.98
C005402,2022-05-10,Email,31.23,Standard,65,UK,0,119.94
C005403,2022-11-09,Affiliate,44.01,Basic,44,France,1,19.98
C005404,2022-02-19,Email,45.14,Standard,45,Australia,0,259.87
C005405,2022-02-20,Organic,26.09,Premium,20,Canada,1,399.9
C005406,2022-01-09,Paid Search,63.76,Basic,18,US,1,9.99
C005407,2022-12-08,Paid Search,80.7,Basic,51,Germany,1,9.99
C005408,2023-02-14,Affiliate,39.44,Premium,38,Canada,1,79.98
C005409,2022-10-07,Referral,55.23,Basic,55,UK,1,29.97
C005410,2023-02-07,Organic,22.3,Basic,35,Australia,0,369.76
C005411,2023-02-17,Affiliate,48.02,Basic,21,Australia,1,39.96
C005412,2022-12-07,Affiliate,28.25,Premium,37,France,1,79.98
C005413,2023-08-11,Organic,12.14,Standard,63,France,1,319.84
C005414,2022-12-24,Referral,37.78,Standard,61,UK,1,19.99
C005415,2023-05-29,Social Media,66.89,Basic,23,Canada,1,9.99
C005416,2022-11-25,Affiliate,55.44,Standard,60,UK,1,39.98
