customer_id,month,month_number,engagement_score,logins,sessions,avg_session_duration,features_used,support_tickets,plan,payment_success
C004436,2022-08,7,0.548,10,21,21.78,3,0,Basic,True
C004436,2022-09,8,0.568,10,23,7.09,7,1,Basic,True
C004436,2022-10,9,0.564,19,20,11.57,2,0,Basic,True
C004436,2022-11,10,0.718,23,32,8.51,2,1,Basic,True
C004436,2022-12,11,0.667,12,18,18.56,2,0,Basic,True
C004437,2022-01,1,0.912,36,33,33.71,12,0,Basic,True
C004437,2022-02,2,1.0,27,56,37.77,15,0,Basic,True
C004437,2022-03,3,0.905,26,43,20.21,10,0,Basic,True
C004437,2022-04,4,0.875,25,51,37.08,10,0,Basic,True
C004437,2022-05,5,0.966,21,51,12.6,3,0,Basic,True
C004437,2022-06,6,0.987,25,22,34.16,11,0,Basic,True
C004437,2022-07,7,0.965,25,39,13.46,8,0,Basic,True
C004437,2022-08,8,0.844,17,27,33.73,10,0,Basic,True
C004437,2022-09,9,0.908,25,50,24.85,13,0,Basic,True
C004437,2022-10,10,0.964,26,41,16.04,12,0,Basic,True
C004437,2022-11,11,0.893,36,18,24.15,10,0,Basic,True
C004437,2022-12,12,0.988,17,29,10.36,5,0,Basic,True
C004437,2022-12,13,0.762,19,32,15.93,9,0,Basic,True
C004437,2023-01,14,1.0,23,29,40.18,3,1,Basic,True
C004437,2023-03,15,0.998,14,39,11.74,3,0,Basic,True
C004437,2023-03,16,0.834,22,28,17.03,3,0,Basic,True
C004437,2023-04,17,0.923,35,28,32.08,13,0,Basic,True
C004437,2023-05,18,0.754,12,15,12.81,6,1,Basic,True
C004437,2023-06,19,1.0,29,46,23.34,4,0,Basic,True
C004437,2023-07,20,0.962,28,23,31.4,9,0,Basic,True
C004437,2023-08,21,1.0,40,52,26.39,10,0,Basic,True
C004437,2023-09,22,0.783,24,33,15.5,7,0,Basic,True
C004437,2023-10,23,0.834,30,45,14.16,4,0,Basic,True
C004437,2023-11,24,1.0,20,32,21.72,11,0,Basic,True
C004437,2023-12,25,0.983,39,44,19.37,6,0,Basic,True
C004437,2024-01,26,1.0,22,21,22.02,7,0,Basic,True
C004437,2024-02,27,0.888,38,31,25.14,13,1,Basic,True
C004437,2024-03,28,0.823,26,30,33.85,7,0,Basic,True
C004438,2023-04,1,0.804,12,29,27.94,6,0,Basic,True
C004438,2023-05,2,1.0,17,25,20.13,10,0,Standard,True
C004438,2023-06,3,0.996,32,34,25.54,2,1,Standard,True
C004438,2023-07,4,0.818,35,17,17.69,12,0,Standard,True
C004438,2023-08,5,0.882,22,28,33.24,7,0,Standard,True
C004438,2023-09,6,0.893,14,47,30.45,8,0,Standard,True
C004438,2023-10,7,1.0,37,23,20.78,4,0,Standard,True
C004438,2023-11,8,1.0,43,55,31.75,4,0,Standard,True
C004438,2023-12,9,0.894,33,39,35.36,8,0,Standard,True
C004438,2023-12,10,1.0,24,24,11.98,11,0,Standard,True
C004438,2024-01,11,0.789,21,22,13.89,8,0,Standard,True
C004438,2024-02,12,0.915,32,43,19.24,7,0,Standard,True
C004438,2024-03,13,1.0,22,53,29.91,11,0,Standard,True
C004438,2024-04,14,1.0,17,27,16.84,4,0,Standard,True
C004438,2024-05,15,0.762,28,25,9.96,3,0,Standard,True
C004438,2024-06,16,0.833,20,28,26.93,7,0,Standard,True
C004438,2024-07,17,0.857,21,51,20.75,12,0,Standard,True
C004438,2024-08,18,1.0,29,39,41.08,3,0,Standard,True
C004438,2024-09,19,1.0,35,26,17.67,8,0,Standard,True
C004438,2024-10,20,1.0,40,31,43.25,3,0,Standard,True
C004438,2024-11,21,0.764,23,39,21.01,7,0,Standard,True
C004438,2024-12,22,1.0,23,50,43.4,7,0,Standard,False
C004439,2023-08,1,0.446,8,25,10.37,2,0,Basic,True
C004439,2023-09,2,0.485,15,12,8.1,3,0,Basic,True
C004440,2023-10,1,0.407,13,20,6.01,6,0,Basic,True
C004440,2023-11,2,0.379,16,18,4.29,4,0,Basic,True
C004440,2023-12,3,0.427,6,22,5.11,1,0,Basic,True
C004440,2024-01,4,0.477,8,10,11.08,6,0,Basic,True
C004440,2024-02,5,0.355,8,18,14.49,4,0,Basic,True
C004440,2024-03,6,0.431,6,17,9.16,4,0,Basic,True
C004440,2024-04,7,0.414,10,16,16.3,2,0,Basic,True
C004440,2024-05,8,0.441,15,9,17.49,1,1,Standard,True
C004440,2024-06,9,0.436,16,12,13.06,4,0,Standard,True
C004440,2024-07,10,0.488,12,23,11.44,1,0,Standard,True
C004440,2024-08,11,0.416,15,22,12.79,1,0,Standard,True
C004440,2024-09,12,0.451,9,13,13.17,5,1,Standard,True
C004441,2023-05,1,0.186,6,5,6.14,1,1,Basic,False
C004442,2023-11,1,0.76,22,18,29.63,6,1,Standard,True
C004442,2023-12,2,0.649,29,20,21.08,9,0,Standard,False
C004442,2024-01,3,0.802,14,31,35.26,11,0,Standard,True
C004442,2024-02,4,0.782,28,37,27.49,5,0,Standard,True
C004442,2024-03,5,0.873,34,46,21.12,7,0,Standard,True
C004442,2024-04,6,0.742,24,30,17.3,5,0,Standard,True
C004442,2024-05,7,0.822,36,36,17.97,11,0,Standard,True
C004442,2024-06,8,0.774,17,21,15.08,10,1,Standard,True
C004442,2024-07,9,0.704,17,34,14.99,4,0,Standard,True
C004442,2024-07,10,0.899,28,53,15.95,6,0,Standard,True
C004442,2024-08,11,0.804,17,35,19.77,8,0,Standard,True
C004442,2024-09,12,0.871,39,39,12.99,9,0,Standard,True
C004442,2024-10,13,0.836,25,16,26.33,5,1,Standard,True
C004442,2024-11,14,0.891,25,24,14.85,7,0,Standard,True
C004442,2024-12,15,0.674,16,18,7.5,2,0,Standard,True
C004442,2025-01,16,0.868,13,33,30.19,13,0,Standard,True
C004442,2025-02,17,0.617,20,28,22.37,4,0,Standard,True
C004442,2025-03,18,0.792,17,46,12.63,7,0,Standard,True
C004442,2025-04,19,0.71,12,26,19.43,8,0,Standard,True
C004442,2025-05,20,0.642,25,23,25.22,7,0,Standard,True
C004442,2025-06,21,0.848,20,48,24.6,2,1,Standard,True
C004442,2025-07,22,0.631,10,17,13.01,5,0,Standard,True
C004442,2025-08,23,0.63,24,14,11.39,6,1,Standard,True
C004442,2025-09,24,0.765,26,22,26.87,6,0,Standard,True
C004442,2025-10,25,0.868,19,39,32.27,2,0,Standard,True
C004442,2025-11,26,0.69,29,23,29.04,2,0,Standard,True
C004442,2025-12,27,0.824,31,18,8.43,9,0,Standard,True
C004442,2026-01,28,0.649,25,25,28.45,9,0,Standard,True
C004442,2026-02,29,0.681,26,18,15.13,2,0,Standard,True
C004442,2026-03,30,0.654,13,13,20.23,7,0,Standard,True
C004442,2026-04,31,0.888,21,23,14.17,9,0,Standard,True
C004443,2022-01,1,0.494,7,19,13.43,4,0,Basic,True
C004443,2022-02,2,0.548,11,19,9.96,8,0,Basic,True
C004443,2022-03,3,0.453,19,9,13.26,1,0,Standard,True
C004443,2022-04,4,0.403,14,9,7.14,1,0,Standard,True
C004443,2022-05,5,0.458,16,11,7.58,4,0,Standard,True
C004443,2022-06,6,0.552,8,27,6.72,4,0,Standard,True
C004443,2022-07,7,0.555,24,11,16.17,5,0,Standard,True
C004443,2022-08,8,0.532,13,20,23.88,3,0,Standard,True
C004443,2022-09,9,0.416,9,22,7.03,4,0,Standard,True
C004443,2022-10,10,0.494,21,19,6.15,5,0,Standard,True
C004443,2022-11,11,0.419,6,9,10.12,1,0,Standard,True
C004443,2022-12,12,0.402,14,13,13.07,2,0,Standard,True
C004443,2023-01,13,0.41,7,22,18.29,3,0,Standard,True
C004443,2023-02,14,0.478,15,15,10.46,6,0,Standard,True
C004444,2022-03,1,0.457,14,17,11.08,2,0,Basic,True
C004445,2022-03,1,0.346,13,7,5.54,1,0,Basic,True
C004446,2022-12,1,0.132,3,6,3.87,1,0,Standard,True
C004447,2023-08,1,0.147,5,6,6.28,0,0,Basic,True
C004447,2023-09,2,0.158,4,4,2.53,0,1,Basic,True
C004447,2023-10,3,0.183,5,8,7.25,2,0,Basic,True
C004447,2023-11,4,0.164,3,7,4.94,0,0,Basic,True
C004448,2022-07,1,0.196,7,7,6.96,0,0,Standard,True
C004449,2023-04,1,0.436,7,19,15.08,4,0,Basic,True
C004450,2023-03,1,0.369,5,10,6.16,5,1,Premium,True
C004450,2023-04,2,0.37,14,16,15.19,1,0,Premium,True
C004450,2023-05,3,0.389,9,9,8.48,1,0,Premium,True
C004450,2023-06,4,0.401,15,19,10.66,5,1,Premium,True
C004451,2022-08,1,0.412,7,18,5.33,1,0,Premium,True
C004451,2022-09,2,0.579,23,33,19.45,6,0,Premium,True
C004451,2022-10,3,0.399,17,22,8.55,5,0,Premium,True
C004452,2023-04,1,0.658,10,33,22.34,7,0,Standard,True
C004452,2023-05,2,0.516,22,29,5.21,7,0,Standard,True
C004453,2023-04,1,0.414,15,16,11.22,2,0,Premium,True
C004453,2023-05,2,0.405,8,8,6.09,4,0,Premium,True
C004453,2023-06,3,0.313,8,12,7.73,1,0,Premium,True
C004454,2022-04,1,0.365,16,19,5.22,4,0,Premium,True
C004454,2022-05,2,0.466,14,17,6.72,6,1,Premium,True
C004454,2022-06,3,0.411,18,20,9.35,1,0,Premium,True
C004454,2022-07,4,0.354,15,18,12.88,4,0,Premium,True
C004455,2023-08,1,0.51,10,28,16.81,3,0,Basic,True
C004455,2023-09,2,0.62,10,31,26.72,8,1,Basic,True
C004455,2023-10,3,0.58,14,17,22.02,7,0,Basic,True
C004455,2023-11,4,0.727,11,39,31.82,10,0,Basic,True
C004455,2023-12,5,0.626,14,21,15.19,8,0,Basic,True
C004455,2024-01,6,0.652,16,25,18.53,5,0,Basic,True
C004455,2024-02,7,0.672,14,22,15.66,3,0,Basic,True
C004455,2024-03,8,0.702,16,18,18.89,8,0,Basic,True
C004455,2024-04,9,0.661,21,13,8.72,4,0,Basic,True
C004455,2024-05,10,0.599,26,13,15.96,6,1,Basic,True
C004455,2024-06,11,0.609,23,18,11.68,7,0,Basic,True
C004455,2024-07,12,0.701,15,28,30.38,7,0,Basic,True
C004455,2024-08,13,0.607,13,12,12.08,5,0,Basic,True
C004455,2024-09,14,0.573,10,20,13.01,8,0,Basic,True
C004455,2024-10,15,0.632,25,25,23.23,5,0,Basic,True
C004455,2024-11,16,0.69,11,20,15.04,7,0,Basic,True
C004456,2022-02,1,0.524,21,17,14.26,4,0,Standard,False
C004457,2022-01,1,0.601,21,22,21.84,8,0,Standard,True
C004457,2022-02,2,0.88,14,36,10.46,13,0,Standard,True
C004457,2022-03,3,0.852,23,29,31.2,8,0,Standard,True
C004457,2022-04,4,0.708,26,23,10.92,2,0,Standard,True
C004457,2022-05,5,0.764,22,25,11.09,7,1,Standard,True
C004457,2022-06,6,0.782,33,46,8.02,3,0,Standard,True
C004457,2022-07,7,0.761,12,35,14.68,2,0,Standard,True
C004457,2022-07,8,0.592,21,27,19.25,4,0,Standard,True
C004457,2022-08,9,0.656,20,28,22.71,1,0,Standard,True
C004457,2022-09,10,0.713,14,20,7.27,3,0,Standard,True
C004457,2022-10,11,0.761,13,41,31.3,5,0,Standard,True
C004457,2022-11,12,0.657,19,34,15.06,7,0,Standard,True
C004457,2022-12,13,0.74,25,31,29.88,4,0,Standard,True
C004457,2023-01,14,0.656,17,28,18.11,2,0,Standard,True
C004457,2023-02,15,0.735,28,33,16.46,9,0,Standard,True
C004457,2023-03,16,0.718,18,40,7.41,6,0,Standard,True
C004457,2023-04,17,0.592,15,16,24.58,8,0,Standard,True
C004457,2023-05,18,0.67,18,24,7.2,6,0,Standard,True
C004457,2023-06,19,0.801,33,28,25.58,4,0,Standard,True
C004457,2023-07,20,0.613,11,25,15.91,2,0,Standard,True
C004457,2023-08,21,0.689,22,16,7.29,6,0,Standard,True
C004457,2023-09,22,0.614,27,28,7.39,7,0,Standard,False
C004458,2022-04,1,0.843,35,42,30.53,6,0,Basic,True
C004458,2022-05,2,0.758,29,26,26.89,5,1,Basic,True
C004458,2022-06,3,0.612,17,19,9.13,3,0,Basic,True
C004458,2022-07,4,0.606,10,22,19.82,3,0,Basic,True
C004458,2022-08,5,0.755,27,43,8.71,5,0,Basic,True
C004458,2022-09,6,0.686,24,16,19.95,7,1,Standard,True
C004458,2022-10,7,0.777,25,18,20.86,9,1,Standard,True
C004458,2022-11,8,0.65,26,27,14.04,9,0,Standard,True
C004458,2022-12,9,0.754,29,18,10.41,3,0,Standard,True
C004458,2023-01,10,0.78,21,42,32.31,10,0,Standard,True
C004458,2023-02,11,0.701,11,42,26.22,4,0,Standard,True
C004458,2023-03,12,0.798,19,19,21.85,7,0,Standard,True
C004458,2023-04,13,0.824,19,28,18.13,2,0,Standard,True
C004458,2023-05,14,0.854,19,23,38.22,10,0,Standard,True
C004458,2023-06,15,0.613,15,28,24.72,4,0,Standard,True
C004458,2023-07,16,0.596,11,23,13.69,8,0,Standard,True
C004458,2023-08,17,0.799,32,46,21.9,10,0,Standard,True
C004458,2023-08,18,0.851,24,29,16.04,2,0,Standard,True
C004458,2023-09,19,0.822,16,21,35.95,10,0,Standard,True
C004458,2023-10,20,0.804,16,29,22.66,8,0,Standard,True
C004458,2023-11,21,0.888,13,17,36.62,7,0,Standard,True
C004458,2023-12,22,0.79,25,47,14.22,7,0,Standard,True
C004458,2024-01,23,0.688,11,36,9.28,7,0,Standard,True
C004458,2024-02,24,0.61,23,17,10.39,4,0,Standard,True
C004458,2024-03,25,0.845,15,49,18.81,3,0,Standard,True
C004458,2024-04,26,0.663,28,19,14.51,4,0,Standard,True
C004458,2024-05,27,0.723,15,42,26.22,6,0,Standard,True
C004458,2024-06,28,0.77,13,18,31.12,6,0,Standard,True
C004458,2024-07,29,0.878,22,36,37.45,11,0,Standard,True
C004459,2023-09,1,0.246,10,12,7.96,2,0,Basic,False
C004460,2023-02,1,0.254,8,12,8.17,2,0,Standard,True
C004461,2022-10,1,0.618,26,17,15.95,1,0,Premium,True
C004461,2022-11,2,0.545,8,26,6.3,1,0,Premium,True
C004461,2022-12,3,0.535,14,24,11.97,5,0,Premium,True
C004461,2023-01,4,0.447,10,18,4.92,1,0,Premium,True
C004461,2023-02,5,0.436,9,17,19.44,3,0,Premium,True
C004461,2023-03,6,0.53,10,13,13.83,6,0,Premium,True
C004461,2023-04,7,0.5,18,20,16.62,1,0,Premium,True
C004461,2023-05,8,0.617,25,24,13.33,6,0,Premium,True
C004461,2023-06,9,0.501,11,11,18.86,2,0,Premium,True
C004461,2023-07,10,0.554,10,13,12.31,5,0,Premium,True
C004461,2023-08,11,0.54,10,15,7.77,3,0,Premium,True
C004461,2023-09,12,0.466,9,15,9.38,4,0,Premium,True
C004461,2023-10,13,0.445,16,9,11.62,4,0,Premium,True
C004461,2023-11,14,0.554,24,24,10.58,5,0,Premium,True
C004462,2022-11,1,0.48,11,28,21.12,3,0,Basic,True
C004462,2022-12,2,0.572,22,17,21.16,2,0,Basic,True
C004462,2023-01,3,0.612,20,34,9.43,1,1,Basic,True
C004463,2022-09,1,0.367,14,9,11.97,1,0,Standard,True
C004463,2022-10,2,0.386,13,18,3.96,5,0,Standard,True
C004463,2022-11,3,0.453,14,9,18.0,5,0,Standard,True
C004463,2022-12,4,0.393,10,10,8.95,4,0,Standard,False
C004463,2023-01,5,0.476,18,9,12.67,7,0,Standard,True
C004463,2023-02,6,0.474,16,27,21.15,6,0,Standard,True
C004463,2023-03,7,0.39,16,7,13.9,3,0,Standard,True
C004463,2023-04,8,0.375,5,18,9.26,5,0,Standard,True
C004463,2023-05,9,0.408,17,17,7.25,2,0,Standard,True
C004463,2023-06,10,0.431,13,15,17.57,3,0,Standard,True
C004463,2023-07,11,0.359,12,13,4.68,5,0,Standard,True
C004463,2023-08,12,0.374,5,11,3.94,2,0,Standard,True
C004464,2022-03,1,0.598,11,12,16.0,7,0,Basic,True
C004464,2022-04,2,0.505,9,12,10.61,5,0,Basic,True
C004465,2022-06,1,0.462,9,26,5.15,6,0,Basic,True
C004466,2023-07,1,0.571,22,17,16.55,2,0,Basic,True
C004467,2022-01,1,0.374,6,18,12.49,3,0,Standard,True
C004468,2022-11,1,0.298,6,10,3.24,3,0,Basic,True
C004468,2022-12,2,0.367,6,19,9.28,2,0,Basic,True
C004468,2023-01,3,0.331,13,19,13.15,1,0,Basic,True
C004468,2023-02,4,0.37,11,12,9.32,4,0,Basic,True
C004468,2023-03,5,0.327,11,12,11.24,1,0,Basic,True
C004468,2023-04,6,0.306,9,16,3.79,3,0,Basic,True
C004468,2023-05,7,0.308,8,15,4.92,3,0,Basic,True
C004469,2023-03,1,0.43,10,13,10.52,5,0,Premium,True
C004469,2023-04,2,0.621,24,25,10.62,3,0,Premium,True
C004469,2023-05,3,0.45,13,27,11.5,4,0,Premium,True
C004469,2023-06,4,0.508,8,30,11.4,6,0,Premium,True
C004469,2023-07,5,0.467,16,28,6.7,6,0,Premium,True
C004469,2023-08,6,0.606,15,13,13.27,6,0,Premium,True
C004469,2023-09,7,0.506,11,27,9.18,3,0,Premium,True
C004469,2023-10,8,0.546,15,29,17.02,6,0,Premium,True
C004469,2023-11,9,0.577,11,31,21.33,4,0,Premium,True
C004469,2023-12,10,0.536,9,32,23.38,7,0,Premium,True
C004469,2024-01,11,0.476,18,9,7.84,1,0,Premium,True
C004469,2024-02,12,0.553,14,12,15.84,8,0,Premium,True
C004469,2024-03,13,0.58,19,18,10.05,8,0,Premium,True
C004469,2024-04,14,0.546,20,16,7.99,5,0,Premium,True
C004469,2024-05,15,0.524,15,22,20.93,1,0,Premium,True
C004469,2024-06,16,0.469,10,27,8.86,1,0,Premium,True
C004469,2024-07,17,0.541,16,15,23.91,3,0,Premium,True
C004469,2024-08,18,0.497,13,21,10.89,1,0,Premium,True
C004469,2024-09,19,0.498,9,25,19.09,7,0,Premium,True
C004469,2024-10,20,0.53,15,18,19.63,5,1,Premium,True
C004469,2024-11,21,0.493,21,13,13.99,5,0,Premium,True
C004469,2024-12,22,0.478,10,21,14.5,3,0,Premium,True
C004470,2022-12,1,0.152,3,8,2.28,0,0,Basic,True
C004471,2023-04,1,0.536,10,29,13.5,6,0,Basic,True
C004471,2023-05,2,0.517,9,30,16.13,7,0,Basic,True
C004471,2023-06,3,0.556,9,27,22.68,3,0,Basic,True
C004471,2023-07,4,0.718,13,24,11.16,5,0,Basic,True
C004471,2023-08,5,0.571,10,23,11.61,4,0,Basic,True
C004471,2023-09,6,0.514,11,13,18.09,6,0,Basic,True
C004471,2023-10,7,0.677,13,35,26.06,8,0,Basic,True
C004472,2023-03,1,0.843,24,21,34.33,6,0,Standard,False
C004472,2023-04,2,0.763,19,16,9.64,3,0,Standard,True
C004472,2023-05,3,0.725,30,29,23.88,8,0,Standard,True
C004472,2023-06,4,0.772,26,37,24.1,11,0,Standard,True
C004472,2023-07,5,0.783,31,45,18.28,8,0,Standard,True
C004472,2023-08,6,0.823,23,37,25.89,6,0,Standard,True
C004472,2023-09,7,0.974,35,19,30.37,12,0,Standard,True
C004472,2023-10,8,0.723,28,33,8.82,4,0,Standard,True
C004472,2023-11,9,0.86,34,50,32.31,9,0,Standard,True
C004472,2023-12,10,0.885,23,46,18.47,12,0,Standard,True
C004472,2024-01,11,0.799,15,35,18.83,10,0,Standard,True
C004472,2024-02,12,0.888,16,21,16.37,6,0,Standard,True
C004472,2024-03,13,0.855,26,36,30.3,5,0,Standard,True
C004472,2024-04,14,0.742,21,31,17.98,11,0,Standard,True
C004472,2024-05,15,0.986,28,43,33.38,2,0,Standard,True
C004472,2024-06,16,0.705,13,30,18.78,7,0,Standard,True
C004472,2024-07,17,0.77,17,33,26.64,11,0,Standard,True
C004472,2024-08,18,0.806,33,37,29.81,3,0,Standard,True
C004472,2024-09,19,0.78,25,15,17.33,5,0,Standard,True
C004472,2024-10,20,0.994,17,19,14.14,3,0,Standard,True
C004472,2024-11,21,0.69,22,27,12.87,10,0,Standard,True
C004472,2024-12,22,1.0,35,50,38.04,6,0,Standard,True
C004472,2025-01,23,0.68,29,24,11.5,8,0,Standard,True
C004472,2025-02,24,0.795,22,33,8.15,9,0,Standard,True
C004472,2025-03,25,0.784,29,39,24.56,5,0,Standard,True
C004472,2025-04,26,0.995,38,25,30.99,10,0,Standard,True
C004472,2025-05,27,0.944,41,21,24.72,14,0,Standard,True
C004472,2025-06,28,0.826,29,20,28.82,9,0,Standard,True
C004472,2025-07,29,0.95,25,34,29.98,3,0,Standard,True
C004472,2025-08,30,0.987,30,28,12.47,4,0,Standard,True
C004472,2025-09,31,0.747,32,17,19.59,2,0,Standard,True
C004472,2025-10,32,0.951,34,22,20.31,12,0,Standard,True
C004472,2025-11,33,0.769,15,38,17.3,9,0,Standard,True
C004472,2025-12,34,0.727,22,32,29.79,10,0,Standard,True
C004472,2026-01,35,0.997,36,23,15.18,6,0,Standard,True
C004473,2023-05,1,0.205,7,5,4.74,0,0,Basic,True
C004474,2022-05,1,0.867,23,41,34.3,10,0,Basic,True
C004474,2022-05,2,0.921,39,48,18.17,13,0,Basic,True
C004474,2022-06,3,0.934,37,43,20.98,14,0,Basic,True
C004474,2022-07,4,0.955,20,40,17.03,11,0,Basic,True
C004474,2022-08,5,0.78,19,37,32.78,8,0,Basic,True
C004474,2022-09,6,0.833,31,21,10.19,2,0,Basic,True
C004474,2022-10,7,0.704,13,21,12.05,2,0,Basic,True
C004474,2022-11,8,0.743,17,34,13.28,5,0,Basic,True
C004474,2022-12,9,0.923,30,34,39.29,3,0,Basic,True
C004474,2023-01,10,0.934,42,19,25.78,4,0,Basic,True
C004474,2023-02,11,0.805,21,25,25.61,5,0,Basic,True
C004474,2023-03,12,0.692,11,15,10.7,5,0,Basic,True
C004474,2023-04,13,0.81,35,32,24.86,12,1,Basic,True
C004474,2023-05,14,0.888,14,23,28.2,2,0,Basic,True
C004474,2023-06,15,0.942,27,54,32.27,10,0,Basic,True
C004474,2023-07,16,0.831,19,33,10.14,9,0,Basic,True
C004474,2023-08,17,0.712,14,42,11.2,8,1,Basic,True
C004474,2023-09,18,0.713,19,27,14.77,2,0,Basic,True
C004474,2023-10,19,0.946,14,39,12.55,2,0,Basic,True
C004474,2023-11,20,0.833,22,42,35.77,3,0,Standard,True
C004474,2023-12,21,0.829,13,37,27.71,9,0,Standard,True
C004474,2024-01,22,0.945,34,20,35.86,12,0,Standard,True
C004474,2024-02,23,0.874,30,18,36.3,2,0,Standard,True
C004474,2024-03,24,0.784,23,43,26.92,7,0,Standard,True
C004474,2024-04,25,0.936,29,35,16.07,8,0,Standard,True
C004474,2024-05,26,0.898,20,26,9.4,6,0,Standard,True
C004474,2024-06,27,0.946,21,19,17.91,11,0,Standard,True
C004474,2024-07,28,0.785,21,15,23.27,7,0,Standard,True
C004474,2024-08,29,0.968,27,30,12.61,14,0,Standard,True
C004474,2024-09,30,0.936,26,50,41.24,4,0,Standard,True
C004474,2024-10,31,0.876,24,25,24.69,9,0,Standard,True
C004475,2023-10,1,0.723,25,37,19.97,6,0,Basic,True
C004475,2023-11,2,0.759,18,41,18.9,7,0,Basic,True
C004475,2023-12,3,0.651,16,36,10.58,5,1,Basic,True
C004475,2024-01,4,0.736,13,14,22.51,3,0,Basic,True
C004475,2024-02,5,0.67,29,30,13.49,8,0,Basic,True
C004475,2024-03,6,0.686,17,15,29.12,8,1,Basic,True
C004475,2024-04,7,0.772,30,18,7.73,6,0,Basic,True
C004475,2024-05,8,0.679,24,29,29.69,6,0,Basic,False
C004475,2024-06,9,0.634,22,24,26.63,6,0,Basic,True
C004475,2024-07,10,0.678,13,19,16.01,8,0,Basic,True
C004475,2024-08,11,0.815,30,28,15.98,7,0,Basic,True
C004475,2024-09,12,0.698,24,29,17.42,8,0,Basic,True
C004475,2024-10,13,0.592,10,20,15.36,6,0,Basic,True
C004475,2024-10,14,0.64,26,35,21.21,9,0,Basic,True
C004475,2024-11,15,0.587,24,35,20.43,5,0,Basic,True
C004475,2024-12,16,0.823,24,35,17.56,8,0,Basic,True
C004475,2025-01,17,0.669,10,18,11.01,4,0,Basic,True
C004475,2025-02,18,0.646,28,38,11.02,7,0,Basic,True
C004475,2025-03,19,0.769,23,29,14.04,2,0,Basic,True
C004475,2025-04,20,0.752,12,44,21.89,3,0,Basic,True
C004475,2025-05,21,0.636,13,22,8.19,5,0,Basic,True
C004475,2025-06,22,0.648,20,14,16.77,1,0,Basic,True
C004475,2025-07,23,0.642,12,19,15.54,7,0,Basic,True
C004475,2025-08,24,0.627,21,28,11.35,3,1,Basic,True
C004475,2025-09,25,0.729,20,43,14.87,10,0,Basic,True
C004475,2025-10,26,0.805,28,29,23.41,8,0,Basic,True
C004475,2025-11,27,0.785,16,15,30.73,3,0,Basic,True
C004475,2025-12,28,0.766,13,37,8.34,9,0,Basic,True
C004476,2022-05,1,0.508,12,20,5.87,2,0,Basic,True
C004476,2022-06,2,0.459,13,13,8.81,6,0,Basic,True
C004476,2022-07,3,0.383,6,13,11.87,3,0,Basic,True
C004476,2022-08,4,0.423,12,15,12.62,4,0,Basic,False
C004477,2023-07,1,0.246,5,6,8.18,3,0,Basic,True
C004477,2023-08,2,0.295,12,6,5.84,2,0,Basic,True
C004477,2023-09,3,0.233,4,10,5.59,2,0,Basic,True
C004477,2023-10,4,0.234,4,9,9.43,1,0,Basic,True
C004477,2023-11,5,0.254,9,5,4.12,1,0,Basic,True
C004477,2023-12,6,0.228,7,10,5.55,2,0,Basic,True
C004478,2022-07,1,0.455,10,23,13.41,2,1,Standard,True
C004478,2022-08,2,0.454,17,24,8.33,3,0,Standard,True
C004478,2022-09,3,0.411,7,17,8.03,6,0,Standard,True
C004478,2022-10,4,0.428,13,20,12.18,2,0,Standard,True
C004478,2022-11,5,0.472,20,20,12.17,6,0,Standard,True
C004479,2022-10,1,0.225,4,9,8.07,2,0,Standard,True
C004480,2022-01,1,0.411,8,8,9.88,6,0,Premium,True
C004480,2022-02,2,0.377,7,16,8.55,1,0,Premium,True
C004480,2022-03,3,0.338,8,10,8.17,4,0,Premium,True
C004480,2022-04,4,0.411,14,24,17.26,3,0,Premium,True
C004480,2022-05,5,0.343,9,12,9.7,2,0,Premium,True
C004480,2022-06,6,0.318,9,13,8.59,3,0,Premium,True
C004481,2023-05,1,0.399,7,12,10.16,3,0,Basic,True
C004481,2023-06,2,0.469,7,10,13.05,2,0,Basic,True
C004481,2023-07,3,0.476,19,24,7.03,5,0,Basic,True
C004481,2023-08,4,0.558,13,25,23.5,4,0,Basic,True
C004481,2023-08,5,0.565,16,18,18.59,6,0,Basic,True
C004481,2023-09,6,0.54,18,32,18.09,5,0,Basic,True
C004481,2023-10,7,0.596,22,19,25.67,7,0,Basic,True
C004481,2023-11,8,0.554,8,33,6.13,6,0,Basic,True
C004482,2023-05,1,0.905,14,31,38.78,7,0,Standard,True
C004482,2023-06,2,0.898,17,51,12.22,4,0,Standard,True
C004482,2023-07,3,0.733,24,39,30.51,8,1,Standard,True
C004482,2023-08,4,0.965,19,32,20.54,12,0,Standard,True
C004482,2023-09,5,0.777,13,22,34.16,10,0,Standard,True
C004482,2023-10,6,0.772,19,42,25.72,3,0,Standard,True
C004482,2023-11,7,0.866,19,22,11.26,8,0,Standard,True
C004482,2023-12,8,0.861,24,24,18.08,5,0,Standard,False
C004482,2024-01,9,0.672,22,38,7.35,2,1,Standard,True
C004482,2024-02,10,0.663,26,34,29.42,7,0,Standard,True
C004482,2024-03,11,0.887,22,53,26.09,11,0,Standard,True
C004482,2024-04,12,0.876,19,47,16.18,2,0,Standard,True
C004482,2024-05,13,0.842,31,16,21.21,5,1,Standard,True
C004482,2024-05,14,0.743,31,30,13.07,5,0,Standard,True
C004482,2024-06,15,0.894,17,38,17.02,12,0,Standard,True
C004482,2024-07,16,0.778,34,19,32.63,3,0,Standard,True
